Taxa,ID,Meds,Magnitude,Cohort,Group,P value,Influence
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__aerofaciens,C. aerofaciens,Trimethoprim.sulfamethoxazole,0.116940335,GVHD,Multiple drug analysis,0.020956636,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__,g__Bacteroides1,Trimethoprim.sulfamethoxazole,0.069866998,GVHD,Multiple drug analysis,0.029245137,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__caccae,B. caccae,Trimethoprim.sulfamethoxazole,1.041841407,GVHD,Multiple drug analysis,0.029380163,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Trimethoprim.sulfamethoxazole,1.571278623,GVHD,Multiple drug analysis,0.000852957,Promotion
k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__.s__,o__Streptophyta,Trimethoprim.sulfamethoxazole,-0.89236513,GVHD,Multiple drug analysis,0.024636185,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Trimethoprim.sulfamethoxazole,-3.08887375,GVHD,Multiple drug analysis,0.00919917,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__salivarius,L. salivarius,Trimethoprim.sulfamethoxazole,2.935102679,GVHD,Multiple drug analysis,0.000117968,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__producta,B. producta,Trimethoprim.sulfamethoxazole,7.054043005,GVHD,Multiple drug analysis,0.000175097,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__hathewayi,C. hathewayi,Trimethoprim.sulfamethoxazole,-0.929689787,GVHD,Multiple drug analysis,0.037496752,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Trimethoprim.sulfamethoxazole,1.109741227,GVHD,Multiple drug analysis,0.038574616,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.__.__,f__Peptostreptococcaceae2,Trimethoprim.sulfamethoxazole,-1.499378722,GVHD,Multiple drug analysis,0.00875425,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__,f__Ruminococcaceae1,Trimethoprim.sulfamethoxazole,1.531155839,GVHD,Multiple drug analysis,0.013500146,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Butyricicoccus.s__pullicaecorum,B. pullicaecorum,Trimethoprim.sulfamethoxazole,0.072498859,GVHD,Multiple drug analysis,0.033832439,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Clostridium.s__methylpentosum,C. methylpentosum,Trimethoprim.sulfamethoxazole,0.012274552,GVHD,Multiple drug analysis,0.001226424,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__,g__Actinomyces,Phenoxymethylpenicillin,0.478976426,GVHD,Multiple drug analysis,0.0025253,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__,g__Scardovia,Phenoxymethylpenicillin,0.007415585,GVHD,Multiple drug analysis,0.000309593,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__,g__Bacteroides2,Phenoxymethylpenicillin,5.789448022,GVHD,Multiple drug analysis,0.000527237,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Phenoxymethylpenicillin,1.699595631,GVHD,Multiple drug analysis,0.042566289,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__onderdonkii,A. onderdonkii,Phenoxymethylpenicillin,1.005357939,GVHD,Multiple drug analysis,0.000526584,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__infantis,S. infantis,Phenoxymethylpenicillin,-0.226411821,GVHD,Multiple drug analysis,0.021465227,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__,o__Clostridiales2,Phenoxymethylpenicillin,0.748300904,GVHD,Multiple drug analysis,0.006723177,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__Finegoldia.s__,g__Finegoldia,Phenoxymethylpenicillin,0.033859883,GVHD,Multiple drug analysis,0.004288006,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Phenoxymethylpenicillin,0.069339093,GVHD,Multiple drug analysis,0.033653421,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__paraputrificum,C. paraputrificum,Phenoxymethylpenicillin,0.290636754,GVHD,Multiple drug analysis,0.011766382,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__,g__SMB53,Phenoxymethylpenicillin,0.263594053,GVHD,Multiple drug analysis,0.000790724,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__torques,R. torques,Phenoxymethylpenicillin,-0.259853917,GVHD,Multiple drug analysis,0.017656362,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__citroniae,C. citroniae,Phenoxymethylpenicillin,-0.005566174,GVHD,Multiple drug analysis,0.015336824,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Phenoxymethylpenicillin,0.016864839,GVHD,Multiple drug analysis,0.044218611,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__faecis,R. faecis,Phenoxymethylpenicillin,3.056202508,GVHD,Multiple drug analysis,0.000837316,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__formicilis,G. formicilis,Phenoxymethylpenicillin,1.877595242,GVHD,Multiple drug analysis,0.000183946,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Phenoxymethylpenicillin,2.649186843,GVHD,Multiple drug analysis,0.010096465,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__,g__Ruminococcus1,Phenoxymethylpenicillin,1.414495559,GVHD,Multiple drug analysis,0.00128364,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar,V. dispar,Phenoxymethylpenicillin,-3.27984504,GVHD,Multiple drug analysis,0.02291555,Inhibition
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila.s__,g__Bilophila,Phenoxymethylpenicillin,0.228827831,GVHD,Multiple drug analysis,9.24E-06,Promotion
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.s__,g__Campylobacter,Phenoxymethylpenicillin,1.411878164,GVHD,Multiple drug analysis,3.65E-05,Promotion
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia.s__muciniphila,A. muciniphila,Phenoxymethylpenicillin,1.574398882,GVHD,Multiple drug analysis,0.045696462,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__dentocariosa,R. dentocariosa,Amoxicillin,0.339423399,GVHD,Multiple drug analysis,2.96E-08,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__,g__Scardovia,Amoxicillin,2.690194449,GVHD,Multiple drug analysis,1.40E-08,Promotion
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium.s__,g__Atopobium,Amoxicillin,0.152938636,GVHD,Multiple drug analysis,0.002096107,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Barnesiellaceae..g__.s__,f__Barnesiellaceae,Amoxicillin,0.318814372,GVHD,Multiple drug analysis,0.029710423,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__fragilis,B. fragilis,Amoxicillin,-20.94428478,GVHD,Multiple drug analysis,2.32E-09,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Amoxicillin,2.438687263,GVHD,Multiple drug analysis,0.022399582,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Amoxicillin,20.20493754,GVHD,Multiple drug analysis,0.029141255,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__infantis,S. infantis,Amoxicillin,1.33521215,GVHD,Multiple drug analysis,0.01347717,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__,o__Clostridiales2,Amoxicillin,-0.651283197,GVHD,Multiple drug analysis,0.009539228,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__,g__Ruminococcus2,Amoxicillin,0.548981191,GVHD,Multiple drug analysis,0.000207549,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__torques,R. torques,Amoxicillin,0.219822853,GVHD,Multiple drug analysis,0.027598533,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__hathewayi,C. hathewayi,Amoxicillin,-2.064912348,GVHD,Multiple drug analysis,0.004140342,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__longicatena,D. longicatena,Amoxicillin,0.17669137,GVHD,Multiple drug analysis,0.014368449,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.__,g__Roseburia1,Amoxicillin,0.379338548,GVHD,Multiple drug analysis,0.033941601,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__,g__Anaerotruncus,Amoxicillin,-0.184703244,GVHD,Multiple drug analysis,0.009629538,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__formicilis,G. formicilis,Amoxicillin,0.998675995,GVHD,Multiple drug analysis,0.034734802,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Acidaminococcus.s__,g__Acidaminococcus,Amoxicillin,0.721489569,GVHD,Multiple drug analysis,0.000602311,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__,f__Erysipelotrichaceae,Amoxicillin,-0.309498923,GVHD,Multiple drug analysis,0.026386428,Inhibition
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus.s__,g__Coprobacillus,Amoxicillin,0.881231515,GVHD,Multiple drug analysis,0.006853535,Promotion
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.s__,g__Campylobacter,Amoxicillin,-0.798014207,GVHD,Multiple drug analysis,0.015720579,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__,g__Actinomyces,Cefuroxime,0.821245912,GVHD,Multiple drug analysis,3.46E-05,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium.s__,g__Corynebacterium,Cefuroxime,0.08803233,GVHD,Multiple drug analysis,0.010214226,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__dentocariosa,R. dentocariosa,Cefuroxime,0.067039305,GVHD,Multiple drug analysis,2.21E-07,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Cefuroxime,0.10234829,GVHD,Multiple drug analysis,0.00024059,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__,g__Bacteroides2,Cefuroxime,7.249370851,GVHD,Multiple drug analysis,0.000625261,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__ovatus,B. ovatus,Cefuroxime,16.65685895,GVHD,Multiple drug analysis,3.08E-06,Promotion
k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.f__.g__.s__,o__Streptophyta,Cefuroxime,3.059006215,GVHD,Multiple drug analysis,0.000463868,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.__,g__Staphylococcus,Cefuroxime,1.146085729,GVHD,Multiple drug analysis,2.36E-10,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella.s__,g__Granulicatella,Cefuroxime,-0.038913637,GVHD,Multiple drug analysis,0.030680923,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__,g__Lactobacillus2,Cefuroxime,-0.804012058,GVHD,Multiple drug analysis,0.039503508,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__.s__,f__Mogibacteriaceae,Cefuroxime,0.422274356,GVHD,Multiple drug analysis,1.25E-06,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Cefuroxime,0.090314503,GVHD,Multiple drug analysis,0.029081337,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__citroniae,C. citroniae,Cefuroxime,-0.007264379,GVHD,Multiple drug analysis,0.01255563,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Cefuroxime,0.027816201,GVHD,Multiple drug analysis,0.008545098,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__dispar,V. dispar,Cefuroxime,-5.111865926,GVHD,Multiple drug analysis,0.004972442,Inhibition
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__,f__Erysipelotrichaceae,Cefuroxime,-0.390731613,GVHD,Multiple drug analysis,0.045276288,Inhibition
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila.s__,g__Bilophila,Cefuroxime,0.296017282,GVHD,Multiple drug analysis,5.92E-06,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Ceftazidime,0.044993849,GVHD,Multiple drug analysis,0.04748519,Promotion
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__.s__,f__Coriobacteriaceae,Ceftazidime,0.190239719,GVHD,Multiple drug analysis,4.38E-09,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Pediococcus.__,g__Pediococcus,Ceftazidime,0.915910268,GVHD,Multiple drug analysis,0.008620683,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Ceftazidime,-25.83635546,GVHD,Multiple drug analysis,0.006760934,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__,o__Clostridiales2,Ceftazidime,-0.636995388,GVHD,Multiple drug analysis,0.021673699,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__celatum,C. celatum,Ceftazidime,1.998176766,GVHD,Multiple drug analysis,4.32E-14,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__SMB53.s__,g__SMB53,Ceftazidime,-0.167935821,GVHD,Multiple drug analysis,0.034975808,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__hathewayi,C. hathewayi,Ceftazidime,3.465354649,GVHD,Multiple drug analysis,9.62E-06,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Ceftazidime,0.024643468,GVHD,Multiple drug analysis,0.00289611,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.__.__,f__Peptostreptococcaceae2,Ceftazidime,6.886141802,GVHD,Multiple drug analysis,7.93E-13,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__,f__Erysipelotrichaceae,Ceftazidime,0.580881471,GVHD,Multiple drug analysis,0.000130522,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Ciprofloxacin,2.826299449,GVHD,Multiple drug analysis,0.012890931,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__,g__Lactococcus,Ciprofloxacin,0.265158877,GVHD,Multiple drug analysis,0.020429672,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.__,g__Streptococcus2,Ciprofloxacin,1.548066009,GVHD,Multiple drug analysis,0.049650807,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__,o__Clostridiales2,Ciprofloxacin,-0.40377008,GVHD,Multiple drug analysis,0.003812375,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__paraputrificum,C. paraputrificum,Ciprofloxacin,-0.143673278,GVHD,Multiple drug analysis,0.013973841,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__citroniae,C. citroniae,Ciprofloxacin,0.002368042,GVHD,Multiple drug analysis,0.042301023,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__symbiosum,C. symbiosum,Ciprofloxacin,-0.111786231,GVHD,Multiple drug analysis,0.022887478,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__,g__Lachnospira,Ciprofloxacin,-0.260700992,GVHD,Multiple drug analysis,0.018442112,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__faecis,R. faecis,Ciprofloxacin,-1.096748244,GVHD,Multiple drug analysis,0.019096041,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii,F. prausnitzii,Ciprofloxacin,-2.089984803,GVHD,Multiple drug analysis,0.02813668,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger.s__formicilis,G. formicilis,Ciprofloxacin,-0.625537391,GVHD,Multiple drug analysis,0.015268619,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Ciprofloxacin,-1.332005832,GVHD,Multiple drug analysis,0.010650413,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__,g__Ruminococcus1,Ciprofloxacin,-0.587997883,GVHD,Multiple drug analysis,0.008613553,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula,V. parvula,Ciprofloxacin,-0.420146493,GVHD,Multiple drug analysis,0.024036526,Inhibition
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.__.__,f__Enterobacteriaceae,Ciprofloxacin,-3.068746728,GVHD,Multiple drug analysis,0.00709938,Inhibition
Unassigned.__.__.__.__.__.__,Unassigned,Ciprofloxacin,0.020116056,GVHD,Multiple drug analysis,0.026597319,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Metronidazole,10.65546961,GVHD,Multiple drug analysis,7.76E-05,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.__.__,f__Enterococcaceae,Metronidazole,15.34829945,GVHD,Multiple drug analysis,0.021299244,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Metronidazole,5.25581773,GVHD,Multiple drug analysis,0.039801002,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__,g__Ruminococcus2,Metronidazole,0.602669848,GVHD,Multiple drug analysis,0.000118281,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Meropenem,-1.319366223,GVHD,Multiple drug analysis,0.01474924,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__putredinis,A. putredinis,Meropenem,-0.393929691,GVHD,Multiple drug analysis,0.02747653,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__,g__Ruminococcus2,Meropenem,0.170901687,GVHD,Multiple drug analysis,0.043370528,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Meropenem,-2.618754157,GVHD,Multiple drug analysis,1.06E-05,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__,f__Ruminococcaceae1,Meropenem,-1.772627443,GVHD,Multiple drug analysis,0.011933053,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Meropenem,-1.601417483,GVHD,Multiple drug analysis,0.016518289,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__,g__Ruminococcus1,Meropenem,-0.798374619,GVHD,Multiple drug analysis,0.005221055,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__bromii,R. bromii,Meropenem,-0.936111698,GVHD,Multiple drug analysis,0.037940551,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megasphaera.s__,g__Megasphaera,Meropenem,-0.004441538,GVHD,Multiple drug analysis,0.025850471,Inhibition
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__.s__,f__Coriobacteriaceae,Vancomycin,-0.035172198,GVHD,Multiple drug analysis,0.004033864,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Vancomycin,-0.999512319,GVHD,Multiple drug analysis,0.020224083,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis,P. distasonis,Vancomycin,0.674598119,GVHD,Multiple drug analysis,0.032603281,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Vancomycin,-11.02484274,GVHD,Multiple drug analysis,0.003003521,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Vancomycin,2.805718658,GVHD,Multiple drug analysis,0.000179399,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.__.__,f__Lactobacillaceae,Vancomycin,3.316635316,GVHD,Multiple drug analysis,0.045752651,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Vancomycin,0.223424663,GVHD,Multiple drug analysis,0.004813094,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__salivarius,L. salivarius,Vancomycin,-1.175053135,GVHD,Multiple drug analysis,0.016832122,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Vancomycin,9.348185546,GVHD,Multiple drug analysis,0.007385361,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__,o__Clostridiales2,Vancomycin,-0.600413239,GVHD,Multiple drug analysis,7.63E-10,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__,o__Clostridiales1,Vancomycin,-0.891105914,GVHD,Multiple drug analysis,0.008426216,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Vancomycin,-0.035461044,GVHD,Multiple drug analysis,0.003822321,Inhibition
